employee_id,hire_date,department,job_level,education,gender,base_salary,bonus_pct,performance_score,projects_completed,training_hours,remote_days_wk,last_eval_date,attrition_risk
EMP-10931,2018-10-27,Legal,Director,Master's,Male,177200.0,0.18,2.4,28,0.0,3,2024-10-11,Low
EMP-10932,2021-10-17,R&D,Director,PhD,Male,167100.0,0.17,2.2,3,45.0,4,2024-11-27,Low
EMP-10933,2019-04-21,Engineering,Director,Bachelor's,Male,180300.0,0.18,,23,7.0,0,2024-02-13,Medium
EMP-10934,2021-02-20,Legal,Senior,PhD,Male,89000.0,0.22,4.0,2,16.0,0,2024-09-14,Low
EMP-10935,2010-07-29,R&D,Lead,Bachelor's,Female,106700.0,0.18,4.8,15,,5,2024-10-14,Low
EMP-10936,2012-06-02,Engineering,Junior,High School,Male,37000.0,0.01,3.9,26,16.0,0,2024-11-13,Medium
EMP-10937,2023-04-19,Sales,Director,High School,Male,182700.0,0.07,3.8,22,98.0,2,2024-11-09,Medium
EMP-10938,2022-08-22,Sales,Junior,Bachelor's,Male,46400.0,,3.8,6,99.0,1,2024-10-31,Low
EMP-10939,2020-05-17,HR,Manager,Associate,Male,123000.0,0.19,4.3,1,23.0,3,2024-10-02,Low
EMP-10940,2020-05-14,Sales,Manager,Bachelor's,Male,135900.0,0.03,4.5,13,103.0,4,2024-02-09,Low
EMP-10941,2019-10-13,Sales,Mid,Associate,,61500.0,0.25,4.6,15,54.0,2,2024-12-27,High
EMP-10942,2019-04-22,Legal,Junior,High School,Female,51700.0,,2.3,17,116.0,2,2024-01-28,Low
EMP-10943,2020-08-15,Finance,Mid,,Male,79500.0,0.19,4.7,29,,4,2024-12-04,High
EMP-10944,2013-12-14,R&D,Senior,Associate,Non-binary,90500.0,0.13,1.5,5,48.0,2,2024-10-06,Low
EMP-10945,2011-06-18,Operations,Lead,Master's,Male,121800.0,,1.9,0,106.0,2,2024-11-10,Low
EMP-10946,2019-11-13,R&D,Director,PhD,Female,171000.0,,2.6,5,101.0,4,2024-05-28,Low
EMP-10947,2018-12-02,Engineering,Director,High School,Male,169700.0,0.11,2.9,5,38.0,5,2024-08-22,Medium
EMP-10948,2021-01-07,R&D,Mid,Master's,Male,70800.0,0.04,4.2,14,,1,2024-07-22,Low
EMP-10949,2013-01-13,R&D,Senior,,Male,89100.0,0.13,1.6,5,71.0,0,2024-12-09,Medium
EMP-10950,2021-06-24,Operations,Junior,Bachelor's,Female,48800.0,0.13,2.4,18,97.0,4,2024-01-04,Medium
EMP-10951,2010-03-19,HR,Senior,Associate,Female,102600.0,0.07,1.7,20,53.0,0,2024-10-13,Medium
EMP-10952,2015-03-19,Sales,Senior,Associate,Female,97300.0,0.01,3.4,25,84.0,5,2024-04-16,Medium
EMP-10953,2014-06-29,Sales,Mid,High School,Female,58800.0,0.23,1.5,25,107.0,0,2024-01-13,High
EMP-10954,2019-01-04,Sales,Director,Bachelor's,Female,165000.0,0.23,1.2,10,4.0,5,2024-04-05,Low
EMP-10955,2022-02-24,Engineering,Lead,PhD,Male,102200.0,0.13,3.3,12,,5,2024-09-16,Low
EMP-10956,2010-11-29,Marketing,Mid,PhD,Male,68100.0,0.07,4.7,8,53.0,0,2024-08-22,Low
EMP-10957,2016-08-05,R&D,Mid,Master's,Male,62400.0,0.22,3.6,14,32.0,1,2024-04-16,Medium
EMP-10958,2022-06-04,Legal,Mid,Bachelor's,Male,64800.0,0.12,3.2,20,0.0,3,2024-03-03,High
EMP-10959,2017-05-28,Marketing,Director,High School,Female,179600.0,0.21,4.1,24,90.0,1,2024-12-28,Medium
EMP-10960,2018-09-10,Sales,Director,PhD,Male,170400.0,0.14,1.9,29,4.0,3,2024-11-28,High
EMP-10961,2020-04-25,Finance,Director,Master's,Female,169600.0,0.09,3.2,22,7.0,2,2024-04-16,Medium
EMP-10962,2012-08-25,Operations,Senior,Master's,Female,98900.0,,4.3,28,63.0,3,2024-12-09,Medium
EMP-10963,2012-01-08,Marketing,Senior,Bachelor's,Female,87700.0,0.04,3.4,26,45.0,5,2024-08-07,Low
EMP-10964,2014-12-14,Operations,Lead,High School,Female,109600.0,0.07,3.6,18,38.0,4,2024-02-26,Medium
EMP-10965,2011-09-24,HR,Junior,Associate,Female,51800.0,0.11,3.1,10,103.0,4,2024-11-09,High
EMP-10966,2022-10-22,Legal,Junior,Bachelor's,Female,37700.0,0.15,4.5,8,,1,2024-02-14,Low
EMP-10967,2010-05-07,Engineering,Senior,,Male,88600.0,0.06,2.0,15,111.0,5,2024-10-06,Low
EMP-10968,2012-04-13,Operations,Lead,High School,Male,121200.0,0.16,1.3,19,25.0,5,2024-09-23,Low
EMP-10969,2021-02-22,Engineering,Director,PhD,Female,165600.0,0.23,2.8,0,1.0,1,2024-06-29,High
EMP-10970,2011-12-24,Operations,Manager,PhD,Male,137200.0,,3.1,16,97.0,0,2024-12-12,Medium
EMP-10971,2014-11-02,Finance,Senior,Master's,Male,101500.0,0.2,4.3,17,,3,2024-02-18,Low
EMP-10972,2022-08-29,Sales,Senior,Master's,Female,89100.0,0.23,4.5,6,39.0,1,2024-02-14,High
EMP-10973,2020-03-10,HR,Lead,Associate,,110900.0,0.13,3.8,15,116.0,1,2024-05-02,Medium
EMP-10974,2011-03-27,Operations,Director,Master's,Female,175900.0,0.14,1.9,22,,4,2024-02-21,Low
EMP-10975,2014-06-26,Marketing,Manager,Master's,Male,138700.0,0.0,4.0,11,38.0,3,2024-02-15,Low
EMP-10976,2017-07-12,HR,Manager,High School,Male,123700.0,0.15,1.8,7,54.0,1,2024-07-07,Low
EMP-10977,2020-10-30,Operations,Lead,,Female,118000.0,0.18,1.4,2,92.0,0,2024-05-20,Medium
EMP-10978,2011-03-25,Engineering,Junior,PhD,Male,32100.0,0.25,,28,117.0,3,2024-06-03,Low
EMP-10979,2022-05-06,Operations,Mid,Bachelor's,Female,71500.0,0.12,4.1,13,83.0,2,2024-06-07,Medium
EMP-10980,2019-05-17,R&D,Junior,PhD,Male,34800.0,0.24,5.0,3,48.0,1,2024-05-31,Low
EMP-10981,2023-02-05,HR,Lead,Associate,Non-binary,104300.0,0.05,1.6,7,8.0,2,2024-03-16,High
EMP-10982,2013-02-22,R&D,Manager,PhD,Female,140300.0,0.24,4.3,29,86.0,1,2024-09-09,Low
EMP-10983,2019-02-16,Finance,Manager,High School,Male,144200.0,0.17,2.8,20,16.0,1,2024-11-06,Medium
EMP-10984,2011-02-15,Finance,Lead,Bachelor's,Male,115600.0,0.2,3.8,27,15.0,2,2024-10-22,Low
EMP-10985,2013-04-07,Engineering,Manager,Bachelor's,Male,126700.0,0.13,3.4,22,9.0,4,2024-06-20,Low
EMP-10986,2017-03-10,HR,Mid,PhD,Female,67500.0,0.1,2.7,28,100.0,5,2024-04-08,Low
EMP-10987,2017-07-01,HR,Senior,High School,Female,97100.0,0.22,,16,47.0,4,2024-01-04,Low
EMP-10988,2014-04-08,Engineering,Senior,High School,Female,87600.0,0.13,4.6,5,4.0,1,2024-02-10,Low
EMP-10989,2021-08-16,Sales,Mid,Master's,Female,77900.0,,2.3,25,90.0,1,2024-02-08,Low
EMP-10990,2010-02-19,Sales,Senior,Master's,Male,89100.0,0.22,4.5,7,86.0,1,2024-01-23,High
EMP-10991,2014-03-05,Legal,Senior,Master's,Male,99800.0,0.13,3.0,29,91.0,0,2024-02-28,Medium
EMP-10992,2022-02-01,Marketing,Junior,Associate,Male,43000.0,0.07,1.7,28,98.0,2,2024-12-15,Low
EMP-10993,2016-02-29,Operations,Senior,PhD,Male,95400.0,0.07,2.0,0,76.0,2,2024-12-20,Low
EMP-10994,2021-08-30,Legal,Director,Associate,Female,170000.0,0.1,2.1,8,90.0,4,2024-11-02,Medium
EMP-10995,2015-11-20,HR,Manager,Associate,Male,128500.0,0.2,4.3,15,103.0,3,2024-04-19,High
EMP-10996,2011-12-11,Operations,Mid,High School,Female,64500.0,,1.9,28,7.0,4,2024-09-23,Low
EMP-10997,2017-01-08,Operations,Manager,Bachelor's,,127300.0,0.23,3.6,18,57.0,3,2024-07-16,Low
EMP-10998,2018-08-10,Engineering,Manager,Associate,Female,135400.0,0.12,4.9,8,9.0,4,2024-08-21,High
EMP-10999,2015-09-21,Marketing,Junior,High School,Female,43700.0,0.14,1.6,0,35.0,3,2024-07-27,Low
EMP-11000,2016-09-13,Marketing,Junior,,Female,52300.0,0.05,,15,,4,2024-11-08,Medium
EMP-11001,2022-06-19,Sales,Mid,PhD,Male,71300.0,0.07,3.6,23,21.0,0,2024-10-21,Medium
EMP-11002,2018-11-09,Legal,Senior,Associate,Female,91900.0,0.15,,25,88.0,5,2024-11-28,Medium
EMP-11003,2021-06-17,HR,Lead,,Male,112200.0,0.1,2.8,29,115.0,0,2024-04-17,Medium
EMP-11004,2019-06-05,Marketing,Mid,Bachelor's,Non-binary,62300.0,0.08,3.2,15,,1,2024-02-10,Low
EMP-11005,2011-02-24,HR,Manager,Associate,Female,142800.0,0.25,4.0,25,5.0,3,2024-01-12,Low
EMP-11006,2016-11-18,Engineering,Lead,High School,Female,109200.0,0.02,2.6,14,43.0,3,2024-01-31,High
EMP-11007,2016-10-30,Finance,Lead,Associate,Male,116600.0,0.1,3.8,4,11.0,1,2024-01-16,Low
EMP-11008,2015-07-29,Finance,Lead,Associate,Female,104800.0,,,17,19.0,2,2024-12-09,Low
EMP-11009,2018-07-12,Marketing,Manager,Associate,Female,126700.0,0.11,1.6,22,85.0,0,2024-12-14,Medium
EMP-11010,2019-10-13,Marketing,Lead,High School,Male,108300.0,,1.8,11,29.0,5,2024-03-10,Medium
EMP-11011,2022-02-07,Sales,Senior,Master's,Female,101300.0,0.17,,7,105.0,3,2024-08-08,High
EMP-11012,2015-10-08,Marketing,Director,Associate,Male,172300.0,,3.1,9,94.0,5,2024-01-29,Low
EMP-11013,2016-11-03,Sales,Mid,Master's,Male,61100.0,0.17,3.4,9,110.0,4,2024-04-02,Medium
EMP-11014,2014-07-13,Marketing,Director,Associate,Female,178500.0,0.15,3.8,9,66.0,1,2024-11-12,Low
EMP-11015,2012-12-15,HR,Mid,PhD,Female,66700.0,,1.9,17,96.0,3,2024-05-30,Medium
EMP-11016,2011-03-03,Marketing,Director,PhD,Male,168000.0,,2.6,4,96.0,0,2024-08-14,Low
EMP-11017,2014-08-27,Engineering,Senior,Associate,Male,95700.0,0.16,1.5,24,85.0,0,2024-05-10,Low
EMP-11018,2022-01-15,Sales,Lead,Master's,Female,117700.0,0.21,4.6,29,,4,2024-12-27,Low
EMP-11019,2018-05-21,Finance,Junior,Master's,Male,46400.0,0.15,3.2,27,49.0,5,2024-03-09,Low
EMP-11020,2020-05-30,Sales,Director,Master's,Male,181400.0,0.07,4.3,23,45.0,4,2024-05-09,Medium
EMP-11021,2020-12-19,Marketing,Mid,High School,Female,72900.0,0.21,2.2,12,2.0,1,2024-06-02,Low
EMP-11022,2023-02-04,Sales,Director,PhD,Male,177500.0,0.13,1.2,17,11.0,5,2024-06-27,Low
EMP-11023,2013-03-03,Operations,Lead,Associate,Female,111100.0,0.05,3.4,4,44.0,0,2024-01-15,Medium
EMP-11024,2018-03-16,Operations,Junior,Bachelor's,Male,47400.0,0.21,2.2,15,35.0,0,2024-06-15,Low
EMP-11025,2017-08-31,Operations,Lead,,Female,119000.0,0.12,3.5,26,109.0,3,2024-07-14,Low
EMP-11026,2014-06-29,Legal,Manager,PhD,,128500.0,0.05,5.0,26,3.0,3,2024-02-18,Low
EMP-11027,2020-03-28,HR,Manager,Master's,,137500.0,0.05,2.7,28,41.0,1,2024-03-24,Low
EMP-11028,2022-06-22,HR,Lead,Associate,Female,121400.0,0.04,1.6,0,29.0,4,2024-08-14,Low
EMP-11029,2011-02-24,Legal,Mid,PhD,Male,73700.0,0.11,4.2,10,23.0,1,2024-03-24,Low
EMP-11030,2017-01-18,Sales,Mid,High School,Female,61700.0,0.01,2.0,18,8.0,1,2024-11-30,Low
EMP-11031,2010-03-11,Legal,Junior,PhD,Male,48400.0,0.17,4.6,14,105.0,2,2024-12-01,Low
EMP-11032,2021-12-15,Sales,Manager,,Female,127500.0,0.1,,4,,2,2024-08-30,Low
EMP-11033,2011-07-09,Engineering,Senior,High School,Male,89600.0,0.09,4.1,20,104.0,0,2024-11-15,Medium
EMP-11034,2019-03-04,Operations,Director,PhD,Non-binary,164400.0,0.04,1.8,26,17.0,0,2024-06-15,Low
EMP-11035,2022-09-02,Finance,Mid,High School,Male,68500.0,0.13,3.8,11,,0,2024-05-20,High
EMP-11036,2017-04-04,Finance,Lead,High School,Male,125000.0,0.19,2.0,2,103.0,1,2024-05-07,Low
EMP-11037,2010-10-17,Operations,Mid,High School,Female,69600.0,0.21,1.8,13,45.0,4,2024-01-07,Medium
EMP-11038,2016-02-19,R&D,Director,Bachelor's,Male,164300.0,0.17,4.7,12,69.0,3,2024-07-30,Medium
EMP-11039,2014-12-05,Legal,Mid,High School,Male,70200.0,0.15,4.6,14,86.0,1,2024-10-02,Low
EMP-11040,2019-11-07,Sales,Mid,PhD,Male,60300.0,0.16,3.3,3,28.0,0,2024-01-11,Low
EMP-11041,2016-07-16,Legal,Lead,Associate,,113600.0,,,10,112.0,3,2024-06-23,Medium
EMP-11042,2014-07-01,Sales,Mid,Master's,Male,70900.0,0.13,3.1,6,55.0,1,2024-04-28,Low
EMP-11043,2014-09-12,Operations,Mid,High School,Male,68000.0,0.17,2.9,14,29.0,3,2024-10-05,Low
EMP-11044,2023-04-13,Operations,Director,Bachelor's,Prefer not to say,173500.0,0.0,1.9,23,69.0,3,2024-07-01,Low
EMP-11045,2020-03-13,Finance,Lead,Bachelor's,Female,124600.0,0.19,3.7,11,51.0,2,2024-06-17,Low
EMP-11046,2019-02-08,Engineering,Junior,PhD,Male,44800.0,0.0,1.9,24,91.0,4,2024-01-01,High
EMP-11047,2019-12-24,Finance,Mid,PhD,Female,78200.0,0.06,3.5,23,100.0,4,2024-05-02,Medium
EMP-11048,2014-07-29,Marketing,Junior,High School,Female,37000.0,0.13,2.8,28,1.0,5,2024-06-24,Low
EMP-11049,2014-07-23,Finance,Senior,PhD,Female,97200.0,0.24,2.3,29,7.0,1,2024-02-10,Low
EMP-10816,2011-08-13,Finance,Director,Associate,,173100.0,0.13,4.4,17,42.0,1,2024-07-15,Low
EMP-10884,2010-01-07,Engineering,Junior,Master's,Female,49200.0,0.12,3.7,6,13.0,0,2024-05-02,Low
EMP-10342,2018-05-14,R&D,Lead,Bachelor's,Female,106500.0,0.0,3.1,16,26.0,2,2024-10-31,Low
EMP-11007,2016-10-30,Finance,Lead,Associate,Male,116600.0,0.1,3.8,4,11.0,1,2024-01-16,Low
EMP-10256,2014-12-28,Marketing,Senior,PhD,Male,98400.0,0.04,4.3,25,48.0,0,2024-02-15,Medium
EMP-10381,2010-07-22,Finance,Director,PhD,Female,181100.0,,3.3,22,7.0,1,2024-11-17,High
EMP-10451,2013-03-02,Operations,Manager,Master's,Female,126500.0,0.04,1.7,19,53.0,0,2024-07-12,Medium
EMP-10449,2016-04-25,Marketing,Mid,Bachelor's,Male,58200.0,,2.6,4,65.0,1,2024-03-01,Low
EMP-10128,2022-10-07,Marketing,Manager,High School,Prefer not to say,141100.0,0.21,2.4,12,101.0,4,2024-05-06,Low
EMP-10445,2019-07-24,Operations,Mid,Associate,Female,78000.0,0.04,2.0,3,84.0,2,2024-12-20,Low
EMP-10517,2018-12-18,Operations,Director,Bachelor's,Female,162600.0,,4.0,14,2.0,1,2024-05-19,Medium
EMP-10929,2019-12-29,Legal,Lead,PhD,Female,109000.0,0.14,,7,5.0,4,2024-02-06,Low
EMP-10191,2016-09-20,HR,Director,Bachelor's,Female,165900.0,0.23,3.4,10,6.0,4,2024-07-06,Low
EMP-10461,2017-07-02,Finance,Senior,Master's,Male,100900.0,0.24,2.9,19,48.0,4,2024-03-11,Low
EMP-10953,2014-06-29,Sales,Mid,High School,Female,58800.0,0.23,1.5,25,107.0,0,2024-01-13,High
EMP-11004,2019-06-05,Marketing,Mid,Bachelor's,Non-binary,62300.0,0.08,3.2,15,,1,2024-02-10,Low
EMP-10520,2016-05-04,Legal,Mid,PhD,Male,59700.0,0.17,2.5,15,59.0,3,2024-04-11,Medium
EMP-10923,2018-05-09,Legal,Director,Bachelor's,Female,163800.0,0.14,1.1,23,0.0,5,2024-09-19,Low
EMP-10689,2010-07-20,Sales,Lead,Bachelor's,Male,104200.0,0.1,3.5,0,53.0,0,2024-09-28,Low
EMP-10292,2021-07-06,HR,Mid,PhD,Female,57400.0,0.12,3.1,18,86.0,2,2024-09-09,Medium
EMP-10641,2015-02-12,Marketing,Manager,High School,Male,132500.0,,4.7,0,108.0,3,2024-11-09,Low
EMP-10984,2011-02-15,Finance,Lead,Bachelor's,Male,115600.0,0.2,3.8,27,15.0,2,2024-10-22,Low
EMP-10665,2015-12-30,Marketing,Lead,High School,Female,117600.0,,2.9,4,63.0,1,2024-04-21,Low
EMP-11035,2022-09-02,Finance,Mid,High School,Male,68500.0,0.13,3.8,11,,0,2024-05-20,High
EMP-10199,2019-01-02,R&D,Senior,Associate,Male,93100.0,0.05,1.3,22,37.0,3,2024-09-30,Low
EMP-10214,2011-03-30,Finance,Lead,PhD,Female,103800.0,0.23,1.9,12,82.0,0,2024-03-19,Low
EMP-10687,2013-02-19,Engineering,Junior,High School,Female,41800.0,,4.7,21,86.0,5,2024-06-23,Medium
EMP-10895,2015-06-05,Legal,Senior,Master's,Male,87200.0,0.06,4.2,17,81.0,4,2024-04-12,Low
EMP-10688,2016-09-03,Legal,Mid,Associate,Male,78500.0,0.2,2.5,23,51.0,4,2024-06-18,Medium
EMP-10070,2013-09-02,R&D,Director,Master's,Female,173800.0,0.18,4.0,8,64.0,3,2024-10-06,Low
EMP-10076,2013-10-08,Legal,Manager,Associate,Male,143200.0,0.01,2.0,25,116.0,0,2024-04-04,Medium
EMP-10587,2010-09-17,Legal,Lead,High School,Male,117000.0,0.12,1.4,22,92.0,3,2024-12-20,Low
EMP-10096,2013-03-08,Finance,Junior,High School,Female,33000.0,,3.6,27,49.0,3,2024-02-17,Low
EMP-11029,2011-02-24,Legal,Mid,PhD,Male,73700.0,0.11,4.2,10,23.0,1,2024-03-24,Low
EMP-10145,2020-12-14,Marketing,Senior,PhD,Male,87400.0,0.23,2.6,2,30.0,3,2024-01-18,Medium
EMP-10834,2021-10-31,Sales,Director,Master's,Female,178300.0,0.04,1.3,4,,4,2024-09-30,Medium
EMP-10915,2015-10-05,HR,Senior,Bachelor's,Male,87400.0,0.15,,13,,2,2024-02-23,Medium
EMP-10896,2015-12-15,R&D,Junior,High School,Male,44500.0,0.16,3.1,24,52.0,0,2024-01-01,Low
EMP-10607,2012-01-07,Finance,Manager,PhD,Male,128300.0,0.22,3.0,27,,3,2024-06-22,Low
EMP-10499,2017-12-05,Engineering,Junior,Bachelor's,Non-binary,51500.0,0.1,2.5,1,21.0,4,2024-06-26,Low
EMP-10724,2012-06-22,Marketing,Lead,Bachelor's,Female,105800.0,0.01,2.0,2,115.0,5,2024-12-02,Low
EMP-10673,2015-08-08,Finance,Junior,PhD,Female,35400.0,0.19,1.8,8,93.0,5,2024-01-31,Medium
EMP-10314,2013-01-25,Operations,Junior,PhD,Male,45300.0,0.05,1.2,23,83.0,1,2024-02-04,High
EMP-10193,2011-10-20,HR,Mid,High School,Female,59200.0,0.2,2.8,5,68.0,2,2024-05-25,Medium
EMP-10706,2017-07-12,Operations,Senior,Master's,Male,104900.0,0.18,3.6,7,52.0,0,2024-07-10,High
EMP-10489,2022-05-14,Legal,Manager,PhD,Male,130400.0,0.11,4.3,21,55.0,5,2024-12-29,Low
EMP-10289,2022-02-20,Marketing,Manager,Bachelor's,Male,122800.0,0.14,3.2,5,107.0,2,2024-06-27,Low
EMP-10505,2017-02-28,HR,Junior,Master's,Female,34300.0,0.09,2.3,5,87.0,5,2024-06-06,High
EMP-10572,2021-11-16,Marketing,Senior,Associate,Male,97300.0,0.08,,23,87.0,4,2024-05-15,Low
EMP-10120,2012-06-24,Sales,Manager,Bachelor's,Male,137800.0,0.11,4.9,27,68.0,3,2024-12-02,Low
